InstNr,InstNavn,OptNr,OptNavn,I_alt,Uoplyst,STX,HF,HHX,HTX,Andet_udland,EUD,IB,Eux,Andet
1700,Syddansk Universitet,17892,"Teknisk videnskab (civilingeniør) Software Engineering, Odense M, Studiestart: sommerstart",61,,27,3,2,26,,,1,1,1
1700,Syddansk Universitet,17895,"Teknisk videnskab (civilingeniør) Energisystemer, Odense M, Studiestart: sommerstart",21,,11,2,,8,,,,0,0
1700,Syddansk Universitet,17900,"Teknisk videnskab (civilingeniør) Bygningsteknik, Odense M, Studiestart: sommerstart",23,,7,2,2,12,,,,0,0
1700,Syddansk Universitet,18005,"Biblioteksvidenskab, it og kommunikation, Kolding, Studiestart: sommerstart",22,,11,8,1,2,,,,0,0
1700,Syddansk Universitet,18020,"Informationsvidenskab, it og interaktionsdesign, Kolding, Studiestart: sommerstart",15,,6,5,3,1,,,,0,0
1700,Syddansk Universitet,18030,"Designkultur og økonomi, Kolding, Studiestart: sommerstart",35,,21,,9,2,3,,,0,0
1700,Syddansk Universitet,18035,"Designkultur, Kolding, Studiestart: sommerstart",31,,19,3,3,2,2,,,1,1
1700,Syddansk Universitet,18140,"International virksomhedskommunikation i engelsk, Kolding, Studiestart: sommerstart",18,,15,1,2,,,,,0,0
1700,Syddansk Universitet,18210,"Erhvervsøkonomi, HA, Kolding, Studiestart: sommerstart",65,,26,8,28,3,,,,0,0
1700,Syddansk Universitet,19010,"Bachelor of Science (BSc) in Engineering (Engineering, Innovation and Business), Sønderborg, Study start: Summer start",35,,2,,1,1,21,,4,0,6
1700,Syddansk Universitet,19020,"Bachelor of Science (BSc) in Engineering (Mechatronics), Sønderborg, Study start: Summer start",21,,1,,,2,13,,4,0,1
1700,Syddansk Universitet,19025,"Bachelor of Science (BSc) in Engineering (Mechanical Engineering), Sønderborg, Study start: Summer start",13,,1,,,1,7,,1,0,3
1700,Syddansk Universitet,19030,"Bachelor of Science (BSc) in Engineering (Electronics), Sønderborg, Study start: Summer start",9,,,,,1,6,,1,0,1
1700,Syddansk Universitet,19112,"Bachelor of Engineering in Electronics, Sønderborg, Study start: Summer start",23,1,3,,,,10,,2,1,6
1700,Syddansk Universitet,19114,"Bachelor of Engineering in Mechanical Engineering, Sønderborg, Study start: Summer start",32,,1,2,,1,10,,10,0,8
1700,Syddansk Universitet,19120,"Bachelor of Engineering in Mechatronics, Sønderborg, Study start: Summer start",79,3,4,1,2,5,33,,14,0,17
1700,Syddansk Universitet,19215,"Economics and Business Administration, Sønderborg, Study start: Summer start",86,1,5,,6,,38,,22,0,14
1700,Syddansk Universitet,19220,"International erhvervsøkonomi med fremmedsprog, Sønderborg, Studiestart: sommerstart",16,,12,1,2,1,,,,0,0
1700,Syddansk Universitet,19225,"European Studies, Sønderborg, Study start: Summer start",59,1,5,2,,,29,,9,0,13
1700,Syddansk Universitet,20210,"Erhvervsøkonomi, HA, Esbjerg Ø, Studiestart: sommerstart",37,,10,6,16,,2,,,2,1
1700,Syddansk Universitet,20220,"Sociologi og kulturanalyse, Esbjerg Ø, Studiestart: sommerstart",23,,15,7,,1,,,,0,0
1700,Syddansk Universitet,20500,"International virksomhedskommunikation i engelsk, Slagelse, Studiestart: sommerstart",53,,37,2,14,,,,,0,0
1700,Syddansk Universitet,20525,"Professionsbachelor, fremmedsprog og digital markedskommunikation, Slagelse, Studiestart: sommerstart",40,,18,9,9,3,,,,1,0
1700,Syddansk Universitet,20530,"Erhvervsøkonomi, HA, Slagelse, Studiestart: sommerstart",122,,55,13,48,6,,,,0,0
2200,Aarhus Universitet,22010,"Medicin, Aarhus C, Studiestart: sommer- og vinterstart",580,,468,19,11,32,34,,8,1,7
2200,Aarhus Universitet,22015,"Odontologi, Aarhus C, Studiestart: sommerstart",88,,62,6,5,9,4,,1,0,1
2200,Aarhus Universitet,22020,"Professionsbachelor, tandplejer, Aarhus C, Studiestart: sommerstart",81,,50,12,6,9,,1,,2,1
2200,Aarhus Universitet,22025,"Folkesundhedsvidenskab, Aarhus C, Studiestart: sommerstart",55,,49,1,3,1,,,,0,1
2200,Aarhus Universitet,22105,"Molekylær medicin, Aarhus C, Studiestart: sommerstart",60,,52,1,,7,,,,0,0
2200,Aarhus Universitet,22110,"Biologi, Aarhus C, Studiestart: sommerstart",105,,86,5,,11,1,,2,0,0
2200,Aarhus Universitet,22115,"Datalogi, Aarhus C, Studiestart: sommerstart",180,1,90,8,19,44,4,,8,3,3
2200,Aarhus Universitet,22117,"Datavidenskab, Aarhus C, Studiestart: sommerstart",27,,12,3,5,4,,,2,1,0
2200,Aarhus Universitet,22120,"Fysik, Aarhus C, Studiestart: sommerstart",86,,51,7,2,22,3,,,0,1
2200,Aarhus Universitet,22125,"Geoscience, Aarhus C, Studiestart: sommerstart",33,,21,2,,7,1,,,0,2
2200,Aarhus Universitet,22130,"Idrætsvidenskab, Aarhus C, Studiestart: sommerstart",74,,61,,5,6,2,,,0,0
2200,Aarhus Universitet,22131,"Teknisk videnskab (civilingeniør) Bioteknologi, Aarhus C, Studiestart: sommerstart",49,,33,1,,10,3,,,1,1
2200,Aarhus Universitet,22132,"Teknisk videnskab (civilingeniør) Kemiteknologi, Aarhus C, Studiestart: sommerstart",27,,18,2,,7,,,,0,0
2200,Aarhus Universitet,22134,"Teknisk videnskab (civilingeniør) Elektroteknologi, Aarhus C, Studiestart: sommerstart",24,,10,2,2,8,,,,1,1
2200,Aarhus Universitet,22135,"Kemi, Aarhus C, Studiestart: sommerstart",22,,13,3,,3,,,3,0,0
2200,Aarhus Universitet,22136,"Teknisk videnskab (civilingeniør) Computerteknologi, Aarhus C, Studiestart: sommerstart",43,,25,1,2,11,,,1,0,3
2200,Aarhus Universitet,22137,"Teknisk videnskab (civilingeniør) Byggeri, Aarhus C, Studiestart: sommerstart",51,,33,2,2,12,,,1,1,0
2200,Aarhus Universitet,22138,"Teknisk videnskab (civilingeniør) Mekanik, Aarhus C, Studiestart: sommerstart",60,,28,4,,26,1,,,1,0
2200,Aarhus Universitet,22140,"Matematik, Aarhus C, Studiestart: sommerstart",73,,51,4,5,9,3,,,0,1
2200,Aarhus Universitet,22145,"Matematik-økonomi, Aarhus C, Studiestart: sommerstart",63,,40,4,11,8,,,,0,0
2200,Aarhus Universitet,22150,"Medicinalkemi, Aarhus C, Studiestart: sommerstart",30,,21,3,,6,,,,0,0
2200,Aarhus Universitet,22155,"Molekylærbiologi, Aarhus C, Studiestart: sommerstart",70,,55,3,,10,,,2,0,0
2200,Aarhus Universitet,22160,"Nanoscience, Aarhus C, Studiestart: sommerstart",17,,8,3,,6,,,,0,0
2200,Aarhus Universitet,22170,"It-produktudvikling, Aarhus C, Studiestart: sommerstart",37,,19,5,4,4,3,,,2,0
2200,Aarhus Universitet,22175,"Agrobiologi, Aarhus C, Studiestart: sommerstart",24,,14,,1,3,,,1,4,1
2200,Aarhus Universitet,22205,"Arabisk- og islamstudier, Aarhus C, Studiestart: sommerstart",11,,6,5,,,,,,0,0
2200,Aarhus Universitet,22210,"Brasilianske studier, Aarhus C, Studiestart: sommerstart",3,,2,1,,,,,,0,0
2200,Aarhus Universitet,22215,"Dramaturgi, Aarhus C, Studiestart: sommerstart",50,,42,4,1,,2,,,0,1
2200,Aarhus Universitet,22220,"Engelsk, Aarhus C, Studiestart: sommerstart",105,,83,8,10,1,2,,1,0,0
2200,Aarhus Universitet,22225,"Antropologi, Aarhus C, Studiestart: sommerstart",101,1,76,12,6,2,2,,,0,2
2200,Aarhus Universitet,22230,"Filosofi, Aarhus C, Studiestart: sommerstart",64,,53,3,5,1,1,,1,0,0
2200,Aarhus Universitet,22245,"Fransk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart",16,,15,1,,,,,,0,0
2200,Aarhus Universitet,22255,"Historie, Aarhus C, Studiestart: sommerstart",108,,83,17,2,3,2,,1,0,0
2200,Aarhus Universitet,22260,"Idéhistorie, Aarhus C, Studiestart: sommerstart",46,,35,5,2,2,1,,1,0,0
2200,Aarhus Universitet,22265,"Indien- og sydasienstudier, Aarhus C, Studiestart: sommerstart",6,,3,2,1,,,,,0,0
2200,Aarhus Universitet,22270,"Informationsvidenskab, Aarhus C, Studiestart: sommerstart",117,,76,4,26,6,1,,3,1,0
2200,Aarhus Universitet,22280,"Japanstudier, Aarhus C, Studiestart: sommerstart",40,,20,13,1,4,,,1,1,0
2200,Aarhus Universitet,22285,"Kinastudier, Aarhus C, Studiestart: sommerstart",25,,16,4,4,,,,,0,1
2200,Aarhus Universitet,22288,"Arkæologi, Aarhus C, Studiestart: sommerstart",50,,38,6,4,,1,,,0,1
2200,Aarhus Universitet,22290,"Klassisk arkæologi, Aarhus C, Studiestart: sommerstart",22,,16,1,1,3,,,1,0,0
2200,Aarhus Universitet,22295,"Klassisk filologi, Aarhus C, Studiestart: sommerstart",14,,12,2,,,,,,0,0
2200,Aarhus Universitet,22300,"Kunsthistorie, Aarhus C, Studiestart: sommerstart",54,,40,8,,,3,,3,0,0
2200,Aarhus Universitet,22310,"Lingvistik, Aarhus C, Studiestart: sommerstart",44,,33,4,2,1,2,,1,0,1
2200,Aarhus Universitet,22315,"Litteraturhistorie, Aarhus C, Studiestart: sommerstart",51,,36,7,2,3,1,,2,0,0
2200,Aarhus Universitet,22320,"Medievidenskab, Aarhus C, Studiestart: sommerstart",120,,85,4,23,6,1,,1,0,0
2200,Aarhus Universitet,22330,"Musikvidenskab, Aarhus C, Studiestart: sommerstart",36,,27,5,1,1,,,1,0,1
2200,Aarhus Universitet,22335,"Nordisk sprog og litteratur (dansk), Aarhus C, Studiestart: sommerstart",99,,86,4,7,1,1,,,0,0
2200,Aarhus Universitet,22340,"Religionsvidenskab, Aarhus C, Studiestart: sommerstart",49,,41,8,,,,,,0,0
2200,Aarhus Universitet,22350,"Ruslandstudier, Aarhus C, Studiestart: sommerstart",18,,13,1,3,1,,,,0,0
2200,Aarhus Universitet,22355,"Spansk og spanskamerikansk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart",33,,27,4,1,,1,,,0,0
2200,Aarhus Universitet,22365,"Tysk sprog, litteratur og kultur, Aarhus C, Studiestart: sommerstart",22,,17,2,2,,1,,,0,0
2200,Aarhus Universitet,22375,"Æstetik og kultur, Aarhus C, Studiestart: sommerstart",49,,39,5,3,1,1,,,0,0
2200,Aarhus Universitet,22380,"Digital design - it, æstetik og interaktion, Aarhus C, Studiestart: sommerstart",54,,37,,7,6,1,,,0,3
2200,Aarhus Universitet,22390,"Teologi, Aarhus C, Studiestart: sommerstart",63,,41,13,4,1,1,,,0,3
2200,Aarhus Universitet,22410,"Erhvervsøkonomi med tilvalg, Aarhus C, Studiestart: sommerstart",80,,34,,39,1,3,,2,0,1
2200,Aarhus Universitet,22415,"Jura, Aarhus C, Studiestart: sommerstart",460,,262,37,132,9,5,,5,2,8
2200,Aarhus Universitet,22419,"Cognitive Science, Aarhus C, Study start: Summer start",81,,44,5,1,3,19,,3,0,6
2200,Aarhus Universitet,22420,"Psykologi, Aarhus C, Studiestart: sommerstart",240,,170,19,32,4,7,,2,1,5
2200,Aarhus Universitet,22422,"Samfundsfag, Aarhus C, Studiestart: sommerstart",37,,28,4,3,2,,,,0,0
2200,Aarhus Universitet,22425,"Statskundskab, Aarhus C, Studiestart: sommerstart",280,,229,12,28,3,3,,3,0,2
2200,Aarhus Universitet,22430,"Økonomi, Aarhus C, Studiestart: sommerstart",137,,81,7,40,2,1,,3,3,0
2200,Aarhus Universitet,22450,"Politik og økonomi , Aarhus C, Studiestart: sommerstart",50,,34,1,12,1,,,2,0,0
2200,Aarhus Universitet,22510,"Uddannelsesvidenskab, Aarhus C, Studiestart: sommerstart",130,,96,13,17,,2,,1,1,0
2200,Aarhus Universitet,22520,"Uddannelsesvidenskab, København NV, Studiestart: sommerstart",58,,34,13,6,2,,,1,0,2
2200,Aarhus Universitet,22610,"Erhvervsøkonomi, HA, Aarhus C, Studiestart: sommerstart",550,,180,7,336,12,6,,5,2,2
2200,Aarhus Universitet,22615,"Economics and Business Administration, Aarhus C, Study start: Summer start",240,1,16,,42,2,107,,45,0,27
2200,Aarhus Universitet,22650,"Erhvervsøkonomi-erhvervsret, HA (jur.), Aarhus C, Studiestart: sommerstart",140,,59,8,69,1,,,1,1,1
2200,Aarhus Universitet,22712,"International virksomhedskommunikation i engelsk, Aarhus C, Studiestart: sommerstart",120,,72,2,39,2,2,,2,1,0
2200,Aarhus Universitet,22722,"International virksomhedskommunikation i fransk, Aarhus C, Studiestart: sommerstart",12,,8,3,,,1,,,0,0
2200,Aarhus Universitet,22732,"International virksomhedskommunikation i spansk, Aarhus C, Studiestart: sommerstart",18,,12,1,5,,,,,0,0
2200,Aarhus Universitet,22742,"International virksomhedskommunikation i tysk, Aarhus C, Studiestart: sommerstart",33,,16,1,15,,,,,0,1
2200,Aarhus Universitet,22810,"Diplomingeniør, bioteknologi, Aarhus N, Studiestart: sommerstart",42,,24,4,,13,,,,0,1
2200,Aarhus Universitet,22820,"Diplomingeniør, bygning , Aarhus N, Studiestart: sommerstart",120,,68,12,3,24,,,,9,4
2200,Aarhus Universitet,22825,"Diplomingeniør, bygning , Aarhus N, Studiestart: vinterstart",29,,19,2,3,3,,,,2,0
2200,Aarhus Universitet,22830,"Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: sommerstart",85,,57,5,4,11,1,,1,3,3
2200,Aarhus Universitet,22835,"Diplomingeniør, bygningsdesign, Aarhus N, Studiestart: vinterstart",23,,14,1,2,5,,,,0,1
2200,Aarhus Universitet,22840,"Diplomingeniør, elektronik, Aarhus N, Studiestart: sommerstart",34,,17,3,3,10,,,,1,0
2200,Aarhus Universitet,22845,"Diplomingeniør, elektronik, Aarhus N, Studiestart: vinterstart",12,,8,1,1,1,,,,0,1
2200,Aarhus Universitet,22850,"Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: sommerstart",125,,83,6,7,21,,,1,0,7
2200,Aarhus Universitet,22855,"Diplomingeniør, softwareteknologi, Aarhus N, Studiestart: vinterstart",33,,16,4,2,10,,,,0,1
2200,Aarhus Universitet,22860,"Diplomingeniør, maskinteknik, Aarhus N, Studiestart: sommerstart",116,,62,6,2,33,,,1,4,8
2200,Aarhus Universitet,22865,"Diplomingeniør, maskinteknik, Aarhus N, Studiestart: vinterstart",18,,7,1,,7,,,,2,1
2200,Aarhus Universitet,22870,"Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: sommerstart",33,,18,,1,6,,,1,5,2
2200,Aarhus Universitet,22875,"Diplomingeniør, elektrisk energiteknologi, Aarhus N, Studiestart: vinterstart",10,,6,1,,2,,,,1,0
2200,Aarhus Universitet,22880,"Diplomingeniør, sundhedsteknologi, Aarhus N, Studiestart: sommerstart",59,,47,4,,5,1,,1,0,1
2200,Aarhus Universitet,22890,"Diplomingeniør, kemi (kemiteknik), Aarhus N, Studiestart: sommerstart",43,,27,4,1,10,,,,0,1
2200,Aarhus Universitet,22900,"Diplomingeniør, kemi og fødevareteknologi, Aarhus N, Studiestart: sommerstart",16,,5,3,,5,1,,,0,2
2200,Aarhus Universitet,22930,"Erhvervsøkonomi, HA, Herning, Studiestart: sommerstart",49,,22,3,23,,,,,1,0
2200,Aarhus Universitet,22935,"Economics and Business Administration, Herning, Study start: Summer start",90,,4,3,4,,38,,30,0,11
2200,Aarhus Universitet,22955,"Diplomingeniør, elektronik, Herning, Studiestart: sommerstart",20,,9,3,,4,,,1,0,3
2200,Aarhus Universitet,22957,"Diplomingeniør, forretningsudvikling (Business Development), BDE, Herning, Studiestart: sommerstart",25,,10,3,4,6,1,,,1,0
2200,Aarhus Universitet,22960,"Diplomingeniør, maskinteknik, Herning, Studiestart: sommerstart",7,,1,2,,3,,,,1,0
2200,Aarhus Universitet,22964,"Diplomingeniør, global ledelse og design af produktionsnetværk, GMM, Herning, Studiestart: sommerstart",17,,7,3,1,6,,,,0,0
2200,Aarhus Universitet,22970,"Diplomingeniør, elektrisk energiteknologi, Herning, Studiestart: sommerstart",12,,3,6,,,,,,1,2
2500,Aalborg Universitet,25015,"Teknisk videnskab (civilingeniør) Arkitektur og design, Aalborg Øst, Studiestart: sommerstart",138,,66,7,5,53,5,,,1,1
2500,Aalborg Universitet,25017,"Teknisk videnskab (civilingeniør) Bioteknologi, Aalborg Øst, Studiestart: sommerstart",32,,21,2,,8,,,,0,1
2500,Aalborg Universitet,25020,"Teknisk videnskab (civilingeniør) Byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart",36,,16,,2,14,1,,,1,2
2500,Aalborg Universitet,25023,"Teknisk videnskab (civilingeniør) Ingeniørvidenskab, Aalborg Øst, Studiestart: sommerstart",13,,7,1,,4,,,,0,1
2500,Aalborg Universitet,25025,"Teknisk videnskab (civilingeniør) Computerteknologi, Aalborg Øst, Studiestart: sommerstart",33,,7,1,1,19,,,3,0,2
2500,Aalborg Universitet,25030,"Teknisk videnskab (civilingeniør) Elektronik og systemdesign, Aalborg Øst, Studiestart: sommerstart",18,,4,2,,9,,,,3,0
2500,Aalborg Universitet,25035,"Teknisk videnskab (civilingeniør) Globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart",27,,14,4,2,6,,,,1,0
2500,Aalborg Universitet,25040,"Teknisk videnskab (civilingeniør) Mekanik og produktion, Aalborg Øst, Studiestart: sommerstart",39,,12,,,23,,,,1,3
2500,Aalborg Universitet,25042,"Teknisk videnskab (civilingeniør) Miljøvidenskab, Aalborg Øst, Studiestart: sommerstart",18,,13,,1,3,,,,0,1
2500,Aalborg Universitet,25047,"Teknisk videnskab (civilingeniør) Kemiteknologi, Aalborg Øst, Studiestart: sommerstart",19,,6,1,,10,,,2,0,0
2500,Aalborg Universitet,25050,"Teknisk videnskab (civilingeniør) Nanoteknologi, Aalborg Øst, Studiestart: sommerstart",13,,5,3,,4,,,,0,1
2500,Aalborg Universitet,25055,"Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, Aalborg Øst, Studiestart: sommerstart",27,,15,3,,5,2,,1,0,1
2500,Aalborg Universitet,25057,"Teknisk videnskab (civilingeniør) Robotteknologi, Aalborg Øst, Studiestart: sommerstart",51,,13,2,2,28,1,,1,4,0
2500,Aalborg Universitet,25060,"Teknisk videnskab (civilingeniør) Software, Aalborg Øst, Studiestart: sommerstart",145,,53,11,16,56,,,4,2,3
2500,Aalborg Universitet,25062,"Teknisk videnskab (civilingeniør) Software, København SV, Studiestart: sommerstart",58,,21,10,4,23,,,,0,0
2500,Aalborg Universitet,25065,"Teknisk videnskab (civilingeniør) Sundhedsteknologi, Aalborg Øst, Studiestart: sommerstart",40,,28,,2,9,,,,0,1
2500,Aalborg Universitet,25070,"Teknisk videnskab (civilingeniør) By-, energi- og miljøplanlægning, København SV, Studiestart: sommerstart",31,,22,2,1,4,1,,,1,0
2500,Aalborg Universitet,25071,"Teknoantropologi, København SV, Studiestart: sommerstart",43,,31,4,3,4,,,,0,1
2500,Aalborg Universitet,25073,"Teknisk videnskab (civilingeniør) Cyber- og computerteknologi, København SV, Studiestart: sommerstart",31,,12,4,2,11,,,,1,1
2500,Aalborg Universitet,25074,"Teknisk videnskab (civilingeniør) Bæredygtige byggeprocesser, København SV, Studiestart: sommerstart",19,,12,1,1,3,1,,,1,0
2500,Aalborg Universitet,25075,"Teknisk videnskab (civilingeniør) Energi, Aalborg Øst, Studiestart: sommerstart",33,,20,2,,8,,,1,2,0
2500,Aalborg Universitet,25078,"Teknisk videnskab (civilingeniør) Bæredygtigt design, København SV, Studiestart: sommerstart",43,,34,2,2,4,1,,,0,0
2500,Aalborg Universitet,25085,"Landinspektørvidenskab, København SV, Studiestart: sommerstart",20,,14,2,2,1,,,,1,0
2500,Aalborg Universitet,25090,"Landinspektørvidenskab, Aalborg Øst, Studiestart: sommerstart",16,,11,2,,3,,,,0,0
2500,Aalborg Universitet,25100,"Teknoantropologi, Aalborg Øst, Studiestart: sommerstart",13,,8,,1,3,,,1,0,0
2500,Aalborg Universitet,25220,"Diplomingeniør, globale forretningssystemer, Aalborg Øst, Studiestart: sommerstart",19,,9,3,3,2,,,,1,1
2500,Aalborg Universitet,25230,"Diplomingeniør, kemi- og bioteknologi, Aalborg Øst, Studiestart: sommerstart",25,,10,6,1,6,,1,,0,1
2500,Aalborg Universitet,25240,"Diplomingeniør, byggeri og anlæg, Aalborg Øst, Studiestart: sommerstart",43,,21,2,1,14,,,,3,2
2500,Aalborg Universitet,25250,"Diplomingeniør, bæredygtig energiteknik, Aalborg Øst, Studiestart: sommerstart",22,,5,2,,13,1,,,1,0
2500,Aalborg Universitet,25260,"Diplomingeniør, elektronik, Aalborg Øst, Studiestart: sommerstart",15,,5,,,7,1,,2,0,0
2500,Aalborg Universitet,25270,"Diplomingeniør, maskinteknik, Aalborg Øst, Studiestart: sommerstart",36,,7,1,2,22,,,1,1,2
2500,Aalborg Universitet,25305,"Biologi, Aalborg Øst, Studiestart: sommerstart",49,,33,6,,8,,,,0,2
2500,Aalborg Universitet,25306,"Datalogi, Aalborg Øst, Studiestart: sommerstart",63,,25,8,4,25,1,,,0,0
2500,Aalborg Universitet,25307,"Fysik, Aalborg Øst, Studiestart: sommerstart",14,,4,2,,7,,,1,0,0
2500,Aalborg Universitet,25308,"Datavidenskab og machine learning, Aalborg Øst, Studiestart: sommerstart",15,,5,,6,4,,,,0,0
2500,Aalborg Universitet,25311,"Geografi, Aalborg Øst, Studiestart: sommerstart",11,,7,3,,,,,,0,1
2500,Aalborg Universitet,25313,"Kemi, Aalborg Øst, Studiestart: sommerstart",10,,6,,,4,,,,0,0
2500,Aalborg Universitet,25314,"Matematik, Aalborg Øst, Studiestart: sommerstart",24,,12,4,1,4,1,,1,0,1
2500,Aalborg Universitet,25318,"Teknisk videnskab (civilingeniør) Matematik-teknologi, Aalborg Øst, Studiestart: sommerstart",14,,9,1,,2,,,1,1,0
2500,Aalborg Universitet,25319,"Matematik-økonomi, Aalborg Øst, Studiestart: sommerstart",32,,11,,12,8,1,,,0,0
2500,Aalborg Universitet,25320,"Medicin, Aalborg Øst, Studiestart: sommerstart",187,1,127,18,1,26,9,,2,0,3
2500,Aalborg Universitet,25321,"Medialogi, Aalborg Øst, Studiestart: sommerstart",30,,4,1,3,20,,,1,0,1
2500,Aalborg Universitet,25322,"Medialogi, København SV, Studiestart: sommerstart",62,,28,9,4,19,2,,,0,0
2500,Aalborg Universitet,25325,"Idræt, Aalborg Øst, Studiestart: sommerstart",42,,30,1,2,9,,,,0,0
2500,Aalborg Universitet,25330,"Medicin med industriel specialisering, Aalborg Øst, Studiestart: sommerstart",122,,82,8,2,25,3,,2,0,0
2500,Aalborg Universitet,25340,"Informationsteknologi, Aalborg Øst, Studiestart: sommerstart",32,,14,2,5,9,,,,1,1
2500,Aalborg Universitet,25350,"Interaktionsdesign, Aalborg Øst, Studiestart: sommerstart",24,,9,2,1,12,,,,0,0
2500,Aalborg Universitet,25405,"Anvendt filosofi, Aalborg Øst, Studiestart: sommerstart",24,,15,3,2,1,,,,0,3
2500,Aalborg Universitet,25410,"Dansk, Aalborg Øst, Studiestart: sommerstart",32,,25,4,1,2,,,,0,0
2500,Aalborg Universitet,25420,"Kommunikation og digitale medier, Aalborg Øst, Studiestart: sommerstart",118,,68,6,34,9,1,,,0,0
2500,Aalborg Universitet,25425,"Musik, Aalborg Øst, Studiestart: sommerstart",15,,14,1,,,,,,0,0
2500,Aalborg Universitet,25430,"Musikterapi, Aalborg Øst, Studiestart: sommerstart",14,,13,,,,1,,,0,0
2500,Aalborg Universitet,25435,"Psykologi, Aalborg Øst, Studiestart: sommerstart",179,2,113,27,16,8,3,,1,3,6
2500,Aalborg Universitet,25440,"Kommunikation og digitale medier, København SV, Studiestart: sommerstart",87,,64,1,14,5,1,,1,0,1
2500,Aalborg Universitet,25445,"Kunst og teknologi, Aalborg Øst, Studiestart: sommerstart",23,,17,2,1,3,,,,0,0
2500,Aalborg Universitet,25450,"Engelsk, Aalborg Øst, Studiestart: sommerstart",60,,45,6,6,1,,,,1,1
2500,Aalborg Universitet,25457,"Sprog og internationale studier, engelsk, Aalborg Øst, Studiestart: sommerstart",61,,43,1,10,1,1,,4,0,1
2500,Aalborg Universitet,25460,"Spansk sprog og internationale studier, Aalborg Øst, Studiestart: sommerstart",17,,10,,4,,1,,2,0,0
2500,Aalborg Universitet,25520,"International virksomhedskommunikation i engelsk, Aalborg Øst, Studiestart: sommerstart",53,,29,5,17,1,,,1,0,0
2500,Aalborg Universitet,25610,"Politik og Administration, Aalborg Øst, Studiestart: sommerstart",56,,34,4,8,7,,,2,0,1
2500,Aalborg Universitet,25612,"Samfundsfag, Aalborg Øst, Studiestart: sommerstart",17,,12,1,2,2,,,,0,0
2500,Aalborg Universitet,25615,"Historie, Aalborg Øst, Studiestart: sommerstart",62,,43,14,,4,1,,,0,0
2500,Aalborg Universitet,25620,"Sociologi, Aalborg Øst, Studiestart: sommerstart",146,,94,19,20,8,,,2,1,2
2500,Aalborg Universitet,25625,"Økonomi, Aalborg Øst, Studiestart: sommerstart",37,,19,2,13,1,1,,1,0,0
2500,Aalborg Universitet,25630,"Jura, Aalborg Øst, Studiestart: sommerstart",153,1,93,13,31,7,,,1,3,4
2500,Aalborg Universitet,25640,"Organisatorisk læring, Aalborg Øst, Studiestart: sommerstart",30,,19,2,6,3,,,,0,0
