InstNr,InstNavn,OptNr,OptNavn,I_alt,Uoplyst,STX,HF,HHX,HTX,Andet_udland,EUD,IB,Eux,Andet
8100,Københavns Erhvervsakademi (KEA),73310,"Energiteknolog, København NV, Studiestart: sommerstart",34,,9,5,1,4,,13,,0,2
8100,Københavns Erhvervsakademi (KEA),73610,"Entreprenørskab og design, København N, Studiestart: sommerstart",86,,50,13,12,1,4,1,,3,2
8100,Københavns Erhvervsakademi (KEA),75010,"Installatør, stærkstrøm, København NV, Studiestart: sommerstart",15,,,,,1,,13,,1,0
8100,Københavns Erhvervsakademi (KEA),75015,"Installatør, VVS, København NV, Studiestart: sommerstart",11,,,,,,,11,,0,0
8100,Københavns Erhvervsakademi (KEA),76010,"It-teknolog, København NV, Studiestart: sommerstart",120,2,41,47,5,12,1,4,,6,2
8100,Københavns Erhvervsakademi (KEA),81010,"Multimediedesigner, København N, Studiestart: sommerstart",176,,98,26,13,12,7,7,3,6,4
8100,Københavns Erhvervsakademi (KEA),84010,"Produktionsteknolog, København N, Studiestart: sommerstart",54,1,11,12,6,7,4,9,1,0,3
8100,Københavns Erhvervsakademi (KEA),88010,"Kort- og landmålingstekniker, København N, Studiestart: sommerstart",44,,20,13,5,2,,3,,0,1
8200,Zealand Sjællands Erhvervsakademi,41060,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: sommerstart",70,2,25,20,6,8,,7,,2,0
8200,Zealand Sjællands Erhvervsakademi,41062,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, Studiestart: vinterstart",36,,15,11,3,3,,3,,1,0
8200,Zealand Sjællands Erhvervsakademi,41067,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: sommerstart",45,,15,11,6,3,,9,,0,1
8200,Zealand Sjællands Erhvervsakademi,41069,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Næstved, E-læring, Studiestart: vinterstart",13,,3,4,,2,,4,,0,0
8200,Zealand Sjællands Erhvervsakademi,44258,"Professionsbachelor, Leisure Management, Roskilde, Studiestart: sommerstart",97,,48,16,24,3,2,,1,1,2
8200,Zealand Sjællands Erhvervsakademi,45820,"Professionsbachelor, finans, Næstved, Studiestart: sommerstart",18,,5,3,6,,1,,,3,0
8200,Zealand Sjællands Erhvervsakademi,47710,"Professionsbachelor, urban landskabsingeniør, Fredensborg, Studiestart: sommerstart",46,,27,9,1,6,2,,1,0,0
8200,Zealand Sjællands Erhvervsakademi,58600,"Professionsbachelor, økonomi og It, Roskilde, Studiestart: sommerstart",19,,9,4,4,1,,,,0,1
8200,Zealand Sjællands Erhvervsakademi,70020,"Administrationsøkonom, Køge, Studiestart: sommerstart",31,,6,6,8,1,3,4,,3,0
8200,Zealand Sjællands Erhvervsakademi,70400,"Autoteknolog, Køge, Studiestart: sommerstart",13,,3,8,,,,,,2,0
8200,Zealand Sjællands Erhvervsakademi,70402,"Autoteknolog, Køge, Studiestart: vinterstart",3,,2,,1,,,,,0,0
8200,Zealand Sjællands Erhvervsakademi,71210,"Datamatiker, Roskilde, Studiestart: sommerstart",110,,35,28,18,16,3,3,1,4,2
8200,Zealand Sjællands Erhvervsakademi,71212,"Datamatiker, Roskilde, Studiestart: vinterstart",31,,14,7,4,3,1,,,1,1
8200,Zealand Sjællands Erhvervsakademi,71310,"Datamatiker, Næstved, Studiestart: sommerstart",35,,11,7,9,5,2,1,,0,0
8200,Zealand Sjællands Erhvervsakademi,74028,"Finansøkonom, Holbæk, Studiestart: sommerstart",55,,15,11,23,2,,1,,3,0
8200,Zealand Sjællands Erhvervsakademi,74030,"Finansøkonom, Næstved, Studiestart: sommerstart",121,,32,20,46,7,1,1,,12,2
8200,Zealand Sjællands Erhvervsakademi,74610,"Handelsøkonom, Næstved, Studiestart: sommerstart",45,,8,19,9,1,,3,,4,1
8200,Zealand Sjællands Erhvervsakademi,75115,"Installatør, VVS, Slagelse, Studiestart: sommerstart",9,,1,,1,,,7,,0,0
8200,Zealand Sjællands Erhvervsakademi,75160,"Installatør, stærkstrøm, Næstved, Studiestart: sommerstart",8,,,,,,,7,,0,1
8200,Zealand Sjællands Erhvervsakademi,77010,"Jordbrugsteknolog, Slagelse, Studiestart: sommerstart",32,,4,11,1,2,3,9,,1,1
8200,Zealand Sjællands Erhvervsakademi,78110,"Laborant, Roskilde, Studiestart: sommerstart",27,,5,13,,2,3,2,,0,2
8200,Zealand Sjællands Erhvervsakademi,78112,"Laborant, Roskilde, Studiestart: vinterstart",9,,3,2,,1,2,,1,0,0
8200,Zealand Sjællands Erhvervsakademi,78160,"Laborant, Slagelse, Studiestart: sommerstart",19,,3,11,,3,,,,1,1
8200,Zealand Sjællands Erhvervsakademi,78162,"Laborant, Slagelse, Studiestart: vinterstart",2,,,2,,,,,,0,0
8200,Zealand Sjællands Erhvervsakademi,79160,"Markedsføringsøkonom, Roskilde, Studiestart: sommerstart",57,,17,10,19,,,,,10,1
8200,Zealand Sjællands Erhvervsakademi,79161,"Markedsføringsøkonom, Roskilde, E-læring, Studiestart: sommerstart",30,,11,5,9,1,,1,,3,0
8200,Zealand Sjællands Erhvervsakademi,79162,"Markedsføringsøkonom, Roskilde, Studiestart: vinterstart",22,,9,6,4,,,1,,2,0
8200,Zealand Sjællands Erhvervsakademi,79163,"Markedsføringsøkonom, Roskilde, E-læring, Studiestart: vinterstart",11,,2,2,3,2,,,,2,0
8200,Zealand Sjællands Erhvervsakademi,79168,"Markedsføringsøkonom, Slagelse, Studiestart: sommerstart",24,,7,2,7,,,1,,7,0
8200,Zealand Sjællands Erhvervsakademi,79180,"Markedsføringsøkonom, Nykøbing F, Studiestart: sommerstart",18,,2,7,5,2,,,,2,0
8200,Zealand Sjællands Erhvervsakademi,81160,"Multimediedesigner, Slagelse, Studiestart: sommerstart",27,,7,14,2,4,,,,0,0
8200,Zealand Sjællands Erhvervsakademi,81210,"Multimediedesigner, Køge, Studiestart: sommerstart",85,1,35,18,9,12,3,2,,3,2
8200,Zealand Sjællands Erhvervsakademi,81230,"Multimediedesigner, Nykøbing F, Studiestart: sommerstart",14,,4,7,1,1,,1,,0,0
8200,Zealand Sjællands Erhvervsakademi,83060,"Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Roskilde, Studiestart: sommerstart",34,,4,11,,1,1,15,,0,2
8200,Zealand Sjællands Erhvervsakademi,84060,"Produktionsteknolog, Slagelse, Studiestart: sommerstart",12,,1,4,,1,,5,,1,0
8200,Zealand Sjællands Erhvervsakademi,86080,"Serviceøkonom, Slagelse, Studiestart: sommerstart",12,,2,7,,1,,,,2,0
8200,Zealand Sjællands Erhvervsakademi,86084,"Serviceøkonom, Slagelse, E-læring, Studiestart: sommerstart",13,,3,6,2,,,,,1,1
8200,Zealand Sjællands Erhvervsakademi,86090,"Serviceøkonom, Køge, Studiestart: sommerstart",9,,3,2,3,,,,1,0,0
8200,Zealand Sjællands Erhvervsakademi,86092,"Serviceøkonom, Køge, Studiestart: vinterstart",4,,1,,2,1,,,,0,0
8200,Zealand Sjællands Erhvervsakademi,87030,"Logistikøkonom , Køge, Studiestart: sommerstart",11,,1,1,6,3,,,,0,0
8400,Erhvervsakademi Kolding,45840,"Professionsbachelor, finans, Kolding, Studiestart: sommerstart",56,,14,8,22,1,1,,,10,0
8400,Erhvervsakademi Kolding,60270,"Professionsbachelor, it-arkitektur, Kolding, Studiestart: sommerstart",13,,4,3,2,2,1,,,0,1
8400,Erhvervsakademi Kolding,73650,"Entreprenørskab og design, Kolding, Studiestart: sommerstart",21,,8,4,6,1,,2,,0,0
8400,Erhvervsakademi Kolding,74070,"Finansøkonom, Kolding, Studiestart: sommerstart",64,1,11,13,27,1,1,1,1,7,1
8400,Erhvervsakademi Kolding,74071,"Finansøkonom, Kolding, E-læring, Studiestart: sommerstart",97,,25,20,31,3,1,1,,14,2
8400,Erhvervsakademi Kolding,74446,"Financial controller, Kolding, Studiestart: sommerstart",16,,2,5,2,2,1,1,,2,1
8400,Erhvervsakademi Kolding,79260,"Markedsføringsøkonom, Kolding, Studiestart: sommerstart",36,,10,5,15,,1,1,1,3,0
8400,Erhvervsakademi Kolding,79261,"Markedsføringsøkonom, Kolding, E-læring, Studiestart: sommerstart",52,,13,9,19,4,,1,2,3,1
8400,Erhvervsakademi Kolding,81360,"Multimediedesigner, Kolding, Studiestart: sommerstart",43,1,13,16,5,2,,4,,2,0
8400,Erhvervsakademi Kolding,84130,"Produktionsteknolog, Kolding, Studiestart: sommerstart",10,,1,6,,,,3,,0,0
8500,Erhvervsakademi SydVest,41115,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Esbjerg, Studiestart: sommer- og vinterstart",36,,10,11,3,1,1,6,,3,1
8500,Erhvervsakademi SydVest,45845,"Professionsbachelor, finans, Esbjerg, Studiestart: sommerstart",19,,4,3,9,1,,,,2,0
8500,Erhvervsakademi SydVest,71456,"Datamatiker, Tønder, Studiestart: sommerstart",11,,2,3,3,,,,,0,3
8500,Erhvervsakademi SydVest,71460,"Datamatiker, Sønderborg, Studiestart: sommerstart",16,,7,3,5,1,,,,0,0
8500,Erhvervsakademi SydVest,71510,"Datamatiker, Esbjerg, Studiestart: sommerstart",35,,9,11,6,2,,2,,0,5
8500,Erhvervsakademi SydVest,71515,"AP Graduate in Computer Science, Esbjerg, Study start: Summer start",26,,4,1,1,2,13,,1,0,4
8500,Erhvervsakademi SydVest,72166,"Byggekoordinator, Sønderborg, Studiestart: sommerstart",0,,,,,,,,,0,0
8500,Erhvervsakademi SydVest,73060,"Designteknolog, Sønderborg, Studiestart: sommerstart",3,,,2,,1,,,,0,0
8500,Erhvervsakademi SydVest,73344,"Energiteknolog, Esbjerg, Studiestart: sommerstart",7,,3,1,,1,,2,,0,0
8500,Erhvervsakademi SydVest,73410,"Driftsteknolog - Offshore, Esbjerg, Studiestart: sommerstart",8,,2,,,3,1,1,,0,1
8500,Erhvervsakademi SydVest,73411,"Driftsteknolog - Offshore, Esbjerg, E-læring, Studiestart: sommerstart",12,,,8,1,1,1,1,,0,0
8500,Erhvervsakademi SydVest,74080,"Finansøkonom, Esbjerg, Studiestart: sommerstart",56,,8,9,29,1,2,1,,6,0
8500,Erhvervsakademi SydVest,74084,"Finansøkonom, Sønderborg, Studiestart: sommerstart",32,,2,13,10,1,,1,,4,1
8500,Erhvervsakademi SydVest,75230,"Installatør, stærkstrøm, Esbjerg, Studiestart: sommerstart",5,,,1,,,,4,,0,0
8500,Erhvervsakademi SydVest,79290,"Markedsføringsøkonom, Sønderborg, Studiestart: sommerstart",7,,3,2,2,,,,,0,0
8500,Erhvervsakademi SydVest,79310,"Markedsføringsøkonom, Esbjerg, Studiestart: sommerstart",31,,6,1,17,1,,2,,4,0
8500,Erhvervsakademi SydVest,79311,"Markedsføringsøkonom, Esbjerg, E-læring, Studiestart: sommerstart",60,2,15,8,27,,,1,,7,0
8500,Erhvervsakademi SydVest,81410,"Multimediedesigner, Esbjerg, Studiestart: sommerstart",21,,2,7,3,2,,2,,2,3
8500,Erhvervsakademi SydVest,81412,"AP Graduate in Multimedia Design, Esbjerg, Study start: Summer start",20,,2,2,1,,9,,,0,6
8500,Erhvervsakademi SydVest,81420,"Multimediedesigner, Sønderborg, Studiestart: sommerstart",16,,3,4,2,3,1,,,1,2
8500,Erhvervsakademi SydVest,84160,"Produktionsteknolog, Sønderborg, Studiestart: sommerstart",8,,,1,1,2,,3,1,0,0
8500,Erhvervsakademi SydVest,84210,"Produktionsteknolog, Esbjerg, Studiestart: sommerstart",5,,,,1,,,3,,0,1
8500,Erhvervsakademi SydVest,86114,"Serviceøkonom, Sønderborg, Studiestart: sommerstart",7,,2,2,,1,,1,1,0,0
8500,Erhvervsakademi SydVest,86120,"Serviceøkonom, Esbjerg, Studiestart: sommerstart",15,,10,,1,,1,2,,0,1
8600,Erhvervsakademi MidtVest,45850,"Professionsbachelor, finans, Herning, Studiestart: sommerstart",24,,3,5,13,1,1,,,1,0
8600,Erhvervsakademi MidtVest,71610,"Datamatiker, Herning, Studiestart: sommerstart",28,,6,6,5,9,1,1,,0,0
8600,Erhvervsakademi MidtVest,72140,"Byggekoordinator, Herning, Studiestart: sommerstart",8,,,1,3,,,3,1,0,0
8600,Erhvervsakademi MidtVest,74090,"Finansøkonom, Herning, Studiestart: sommerstart",36,,11,5,11,1,1,3,,4,0
8600,Erhvervsakademi MidtVest,74100,"Finansøkonom, Holstebro, Studiestart: sommerstart",43,1,6,6,22,,,2,1,5,0
8600,Erhvervsakademi MidtVest,75310,"Installatør, stærkstrøm, Herning, Studiestart: sommerstart",4,,,,,1,,3,,0,0
8600,Erhvervsakademi MidtVest,75315,"Installatør, VVS, Herning, Studiestart: sommerstart",9,,,,,,,9,,0,0
8600,Erhvervsakademi MidtVest,78310,"Laborant, Holstebro, Studiestart: sommerstart",20,,4,9,,3,2,,1,0,1
8600,Erhvervsakademi MidtVest,79360,"Markedsføringsøkonom, Herning, Studiestart: sommerstart",38,,5,5,17,3,,1,,7,0
8600,Erhvervsakademi MidtVest,81460,"Multimediedesigner, Herning, Studiestart: sommerstart",25,,9,4,3,4,1,2,,2,0
8600,Erhvervsakademi MidtVest,83210,"Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Holstebro, Studiestart: sommerstart",9,,2,2,,1,,4,,0,0
8600,Erhvervsakademi MidtVest,84260,"Produktionsteknolog, Herning, Studiestart: sommerstart",18,,1,2,,1,,10,,0,4
8600,Erhvervsakademi MidtVest,86150,"Serviceøkonom, Holstebro, Studiestart: sommerstart",12,,4,1,2,2,,2,,1,0
8700,Erhvervsakademi Aarhus,45860,"Professionsbachelor, finans, Viby J, Studiestart: sommerstart",235,,79,11,135,4,1,,,3,2
8700,Erhvervsakademi Aarhus,47360,"Professionsbachelor, fødevareteknologi og applikation, Viby J, Studiestart: sommerstart",11,,4,4,,2,,,,0,1
8700,Erhvervsakademi Aarhus,47760,"Professionsbachelor, urban landskabsingeniør, Viby J, Studiestart: sommerstart",17,,13,,1,2,,,1,0,0
8700,Erhvervsakademi Aarhus,58800,"Professionsbachelor, økonomi og It, Viby J, Studiestart: sommerstart",62,,24,8,27,2,,,,1,0
8700,Erhvervsakademi Aarhus,60300,"Professionsbachelor, it-arkitektur, Viby J, Studiestart: sommerstart",36,,15,7,4,8,1,,,0,1
8700,Erhvervsakademi Aarhus,70350,"Automationsteknolog, Aarhus C, Studiestart: sommerstart",32,,12,7,1,2,1,6,,2,1
8700,Erhvervsakademi Aarhus,70460,"Autoteknolog, Aarhus C, Studiestart: sommerstart",19,,6,3,3,2,,4,,1,0
8700,Erhvervsakademi Aarhus,71710,"Datamatiker, Viby J, Studiestart: sommerstart",73,,24,22,12,11,1,2,,1,0
8700,Erhvervsakademi Aarhus,74110,"Finansøkonom, Viby J, Studiestart: sommerstart",260,,70,18,142,5,1,3,1,17,3
8700,Erhvervsakademi Aarhus,74450,"Financial controller, Viby J, Studiestart: sommerstart",42,,14,7,15,1,1,1,,2,1
8700,Erhvervsakademi Aarhus,76210,"It-teknolog, Viby J, Studiestart: sommerstart",36,,13,9,3,6,,3,,1,1
8700,Erhvervsakademi Aarhus,77110,"Jordbrugsteknolog, Viby J, Studiestart: sommerstart",112,,29,23,9,8,,16,,26,1
8700,Erhvervsakademi Aarhus,77700,"Miljøteknolog, Viby J, Studiestart: sommerstart",20,,5,7,2,4,,1,1,0,0
8700,Erhvervsakademi Aarhus,78360,"Laborant, Viby J, Studiestart: sommerstart",48,,22,12,2,3,4,3,,0,2
8700,Erhvervsakademi Aarhus,79410,"Markedsføringsøkonom, Viby J, Studiestart: sommerstart",420,,130,19,241,6,,1,2,19,2
8700,Erhvervsakademi Aarhus,81560,"Multimediedesigner, Viby J, Studiestart: sommerstart",126,1,63,22,24,9,1,,1,4,1
8700,Erhvervsakademi Aarhus,81565,"AP Graduate in Multimedia Design, Viby J, Study start: Summer start",37,2,,1,,,22,,1,0,11
8700,Erhvervsakademi Aarhus,84290,"Produktionsteknolog, Aarhus C, Studiestart: sommerstart",17,,3,3,2,2,,6,,1,0
8700,Erhvervsakademi Aarhus,86156,"Serviceøkonom, Viby J, Studiestart: sommerstart",90,1,38,12,28,1,2,1,2,4,1
8800,Erhvervsakademi Dania,52750,"Professionsbachelor, optometri, Randers SØ, Studiestart: sommerstart",52,,24,17,3,4,3,,,1,0
8800,Erhvervsakademi Dania,70200,"Administrationsøkonom, Horsens, Studiestart: sommerstart",15,,3,4,1,1,1,1,2,2,0
8800,Erhvervsakademi Dania,70210,"Administrationsøkonom, Viborg, Studiestart: sommerstart",14,,3,6,1,,,1,,3,0
8800,Erhvervsakademi Dania,70378,"Automationsteknolog, Randers SØ, Studiestart: sommerstart",18,,2,4,,3,1,8,,0,0
8800,Erhvervsakademi Dania,70510,"Autoteknolog, Viborg, Studiestart: sommerstart",0,,,,,,,,,0,0
8800,Erhvervsakademi Dania,71660,"Datamatiker, Skive, Studiestart: sommerstart",22,,4,11,2,2,1,,,1,1
8800,Erhvervsakademi Dania,71665,"Datamatiker, Grenaa, Studiestart: sommerstart",33,,5,8,1,15,1,2,,1,0
8800,Erhvervsakademi Dania,73372,"Energiteknolog, Randers SØ, Studiestart: sommerstart",5,,1,,1,,,3,,0,0
8800,Erhvervsakademi Dania,74210,"Finansøkonom, Hobro, Studiestart: sommerstart",55,,13,9,18,,,1,,11,3
8800,Erhvervsakademi Dania,74215,"Finansøkonom, Silkeborg, Studiestart: sommerstart",57,,13,13,24,1,1,,,3,2
8800,Erhvervsakademi Dania,74216,"Finansøkonom, Silkeborg, E-læring, Studiestart: sommerstart",115,1,29,19,27,5,2,4,,21,7
8800,Erhvervsakademi Dania,74217,"Finansøkonom, Silkeborg, Studiestart: vinterstart",12,,3,5,2,2,,,,0,0
8800,Erhvervsakademi Dania,74660,"Handelsøkonom, Randers SØ, Studiestart: sommerstart",33,,6,15,7,,,2,1,1,1
8800,Erhvervsakademi Dania,74662,"Handelsøkonom, Randers SØ, Studiestart: vinterstart",5,,2,2,1,,,,,0,0
8800,Erhvervsakademi Dania,74670,"Handelsøkonom, Silkeborg, Studiestart: sommerstart",27,,5,7,10,,,4,,1,0
8800,Erhvervsakademi Dania,74672,"Handelsøkonom, Silkeborg, Studiestart: vinterstart",9,,2,1,4,,,1,,1,0
8800,Erhvervsakademi Dania,74675,"Handelsøkonom, Hobro, Studiestart: sommerstart",7,,,4,2,,,,,1,0
8800,Erhvervsakademi Dania,74680,"Handelsøkonom, Horsens, Studiestart: sommerstart",14,,6,3,3,1,,1,,0,0
8800,Erhvervsakademi Dania,74681,"Handelsøkonom, Horsens, E-læring, Studiestart: sommerstart",60,,21,16,10,,1,7,,5,0
8800,Erhvervsakademi Dania,75370,"Installatør, stærkstrøm, Randers SØ, Studiestart: sommerstart",9,,,,1,1,,5,,1,1
8800,Erhvervsakademi Dania,75375,"Installatør, VVS, Randers SØ, Studiestart: sommerstart",0,,,,,,,,,0,0
8800,Erhvervsakademi Dania,76270,"It-teknolog, Viborg, Studiestart: sommerstart",17,,4,4,1,4,2,1,,1,0
8800,Erhvervsakademi Dania,79510,"Markedsføringsøkonom, Viborg, Studiestart: sommerstart",18,,8,2,7,,,,,0,1
8800,Erhvervsakademi Dania,79560,"Markedsføringsøkonom, Randers SØ, Studiestart: sommerstart",25,,9,,11,2,,,,3,0
8800,Erhvervsakademi Dania,79563,"Markedsføringsøkonom, Randers SØ, E-læring, Studiestart: vinterstart",8,1,2,,3,,,,,2,0
8800,Erhvervsakademi Dania,81580,"Multimediedesigner, Grenaa, Studiestart: sommerstart",18,,2,1,3,10,,,,2,0
8800,Erhvervsakademi Dania,81590,"Multimediedesigner, Skive, Studiestart: sommerstart",14,,6,2,2,,2,,,2,0
8800,Erhvervsakademi Dania,84410,"Produktionsteknolog, Randers SØ, Studiestart: sommerstart",10,1,3,2,1,1,,1,,0,1
8800,Erhvervsakademi Dania,86160,"Serviceøkonom, Randers SØ, Studiestart: sommerstart",15,,7,3,4,,,,,1,0
8800,Erhvervsakademi Dania,86164,"Serviceøkonom, Randers SØ, E-læring, Studiestart: sommerstart",37,,10,10,7,1,1,3,,2,3
8800,Erhvervsakademi Dania,87110,"Logistikøkonom , Hobro, Studiestart: sommerstart",14,,5,2,,1,1,2,,2,1
